POSCALZADOSTREE;PLV CALZADO STREET;000000000000199;
POSGDESP;POSGDESP EXPOSITOR GAMA JARDI;000000000000093;
POSGDFR;POSGDFR PRÉSENTOIR GAMME JARDI;000000000000049;
POSGDPORT;POSGDPORT EXPOSITOR GAMA JARDI;000000000000050;
POSGENCARBE;POSGENCARBE EXPOSITOR GENERICO;000000000000077;
POSGTESP;POSGTESP EXPOSITOR GAMA GT;000000000000005;
POSNIVELADORES;POSNIVELADORES;000000000000159;
PROBREAKMECH;SISTEMA SEPARADOR PRO;000000000000007;
PROGUIDESCR;TORNILLOS REGLA PRO 2u.;000000000000019;
PROJAWCOVERS;FUNDAS SEPARADOR PRO 2u.;000000000000035;
PROPCASE;MALETA PLASTICO PRO C/ETIQ;000000000000005;
PROSNAPHANDLE;MANGO SUFRIDERA PRO;000000000000087;
PRO72;PRO72-CORTADORA CERAMICA / 72;000000000000040;
PRO72KITC;PRO72-CORT. CERAM + CAJA  xxxx;000000000000009;
PRO72KITLASER;PRO72-CORT. CERAM + NIV. LASER;000000000000015;
PRO72KIT3;PRO72-KIT3 MESA CORT. 1ud;000000000000009;
PR9160;PR 9160 EXPOSITOR TIJERAS;000000000000409;
PT11;PT11 LLANA RECTA 300x150 xx;000000000000069;
PT21;PT21 LLANA REC INOX 300x150 xx;000000000000192;
P458013;P458013 S.PODA CON PERTIGA;000000000000098;
P458713;S.PODA P458713MM CON PERTIGA;000000000000168;
P81301;PROTECTOR DE HACHAS P8130-1;000000000000029;
QS7800;QS 7800 SERRUCHO QUICKSAW 18;000000000000045;
REGALOCAPAZO42;CAPAZO 42L NEGRO          xxxx;000000000000206;
RETROKITHTRUG;KIT PARA AÑADIR RECOGE FRUTAS;000000000000005;
RK42000;RK 42000 CO ESCARIFICADR MM;000000000000028;
RK45008;RK 45008 ESCOBA LITTLELOAD 11P;000000000000097;
RK45030;RK 45030 ESCOBA BIGLOAD 30PUAS;000000000000048;
RK62060;RK 62060 ESCOBA ROCALL MET 25P;000000000000039;
RK62061;RK 62061 CO ESCOBA MET JRDN MA;000000000000162;
RK64060;RK 64060 RASTRILLO NIVELA 14AL;000000000000051;
RK65061;RK 65061 CO RASTRLLO JR 14D MA;000000000000032;
RODELXL10;RODEL UNIVERSAL XL 10;000000000000113;
RODELXL10T;RODEL UNIVERSAL XL 10 TITANIUM;000000000000155;
RODELXL18;RODEL UNIVERSAL XL 18;000000000000133;
RODELXL18T;RODEL UNIVERSAL XL 18 TITANIUM;000000000000151;
RODELXL8;RODEL UNIVERSAL XL 8;000000000000128;
RODELXL8T;RODEL UNIVERSAL XL 8 TITANIUM;000000000000116;
RODEL10;RODEL UNIVERSAL 10;000000000002014;
RODEL10T;RODEL UNIVERSAL 10 TITANIUM;000000000000238;
RODEL18;RODEL UNIVERSAL 18;000000000000190;
RODEL18T;RODEL UNIVERSAL 18 TITANIUM;000000000000057;
RODEL6;RODEL UNIVERSAL 6;000000000003517;
RODEL8;RODEL UNIVERSAL 8;000000000002964;
RODEL8T;RODEL UNIVERSAL 8 TITANIUM;000000000000201;
RP4224D;RP 4224D TIJ RACHET COMFORTGEL;000000000000108;
RS4040;RS 4040 CO SERRUCHO PLEGBLE MP;000000000001577;
RS7510D;RS 7510D SERRUCHO RAZ TOOTH 46;000000000000036;
R371010;REP VARIOS PULV 10L  R3710-10;000000000000117;
R37102;REP MANETA R3710-2;000000000000472;
R37103;REP MANGUERA R3710-3;000000000000297;
R37104;REP BOMBA 16 Y 12 L R3710-4;000000000000059;
R37106;CAMARA DE AIRE 16L R3710-6;000000000000026;
R37107;CAMARA DE AIRE 12L R3710-7;000000000000083;
R37108;REP BOMBA 10L R3710-8;000000000000054;
SH1000A;SH1000A CO MACETA 1000GR;000000000000504;
SH60000H;SH60000H HEAD SPARE PART;000000000000006;
SH60000WH;SH 60000 CO AZADA OSCIL 12,7CM;000000000000049;
SH60001H;SH60001H HEAD SPARE PART;000000000000024;
SH60001WH;SH 60001 CO AZADA OSCIL 10,7CM;000000000000005;
SH60060;SH 60060 CO AZADA BINADO MA ML;000000000000035;
SH60061;SH 60061 CO AZADA OSCLNT MA ML;000000000000068;
SH61000H;SH61000H HEAD SPARE PART 5in;000000000000018;
SH61000WH;SH 61000 CO AZADA DIAMANTE MM;000000000000013;
SH63000H;SH63000H HEAD SPARE PART;000000000000024;
SH63000WH;SH 63000 CO AZADA QUITA HIERBA;000000000000061;
SL3264;SL 3264 TIJ 2M COMFORTGEL 38mm;000000000000013;
SL4264;SL 4264 TIJ 2M COMFORTGEL;000000000000119;
SL4364;SL 4364 TIJ 2M EXT. COMFORTGEL;000000000000025;
SL7180;SL 7180 TIJ 2M DUAL CUT50MM;000000000000015;
SL7280;SL 7280 TIJ 2M PRO CUT50MM;000000000000046;
SL8180;SL 8180 TIJ 2M DUAL LINK 50;000000000000067;
SL8180+BP4180;COMBO PODA CORONA;000000000000033;
SPCWEDGE;SPCWEDGE CUÑA 6mm / 200 uds.;000000000001211;
SPC010;SPC010 CRUCETA 1mm/200uds.;000000000000915;
SPC010T;SPC010T CRUCETA T REF1mm/200ud;000000000000419;
SPC020;SPC020 CRUCETA 2mm/200uds.;000000000001958;
SPC020T;SPC020T CRUCETA T REF2mm/200ud;000000000000250;
SPC030;SPC030 CRUCETA REF.3mm/200uds;000000000001093;
SPC030T;SPC030T CRUCETA T REF3mm/200ud;000000000000257;
SPC050;SPC050 CRUCETA REF. 5mm/200uds;000000000000598;
SPC070;SPC070 CRUCETA REF. 7mm/200uds;000000000000486;
SPC100;SPC100 CRUCETA 10mm/200uds;000000000000203;
SS25010;SS 25010 PALA MULTIUSOS;000000000000060;
SS26020;SS 26020 CO PALA PUNTA MFV ML;000000000000015;
SS26030;SS 26030 CO PALA PUNTA MFV MA;000000000000092;
SS27020;SS 27020 CO PALA CUADR MFV ML;000000000000061;
SS27030;SS 27030 CO PALA CUADR MFV MA;000000000000122;
SS29020;SS 29020 PALOTE JARDIN FDV;000000000000085;
SS42011;SS 42011 CO PALA PLSTICO MM MA;000000000000042;
SS62000;SS 62000 PALA DRENAJE MADERA;000000000000026;
SS62020;SS 62020 PALA DRENAJE FDV;000000000000082;
SS64104;SS 64104 PALA PARA ZANJAS 35º;000000000000064;
SS64224;SS 64224 PALA PARA ZANJAS FDV;000000000000062;
SS65020;SS 65020 PALA PUNTA RIEGO FDV;000000000000112;
SS65500;SS 65500 PALA DE RIEGO REDONDA;000000000000041;
SS66000;SS 66000 PALA CUADRADA MADERA;000000000000062;
SS66020;SS 66020 PALA CUADRADA FDV;000000000000057;
SV1DH;SV1DH PALA PUNTA MANGO ANILLA;000000000004123;
SV1TH;SV1TH PALA PUNTA MANGO MULETA;000000000001746;
SV2DH;SV2DH PALA CUAD MANGO ANILLA;000000000000385;
SV2TH;SV2TH PALA CUAD MANGO MULETA;000000000000775;
TC221546S1P;ZAPATO RUN FLUOR S1P 72224F-45;000000000000010;
TECHRULE;TECH RULE;000000000000006;
TECHSUPPORTS;TECH SUPPORT;000000000000006;
TECHTHSET;TECH TOOL HOLDER SET;000000000000005;
TECH100;TECH 100 CASE-MALETA;000000000000003;
TECH100CASE;MALETA TECH100;000000000000004;
TECH125;TECH 125 CASE-MALETA;000000000000003;
TECH125CASE;MALETA TECH125;000000000000001;
TECH125KITCARRO;TECH125 CASE-MALETA+CARRO xxxx;000000000000003;
TECH125KITLASER;TECH125 CASE-MALETA+NIV.LASER;000000000000002;
TECH125KITM;TECH125 CASE-MALETA+MEZCLADORA;000000000000003;
TECH75;TECH 75 CASE-MALETA;000000000000006;
TECH75CASE;MALETA TECH75;000000000000004;
TP3206;TP 3206 TIJ PERTIGA GIRATORIA;000000000000439;
TP4214;TP 4214 PERTIGA EXT. DUALLINK;000000000000472;
TRW42KBMSB;TRW42KBMSB PALETA SOLDADA 42K;000000000000002;
TRW51CBMSB;TRW51CBMSB PALETA SOLDADA 51C;000000000000004;
TR31B14;31B-14-2PPN MACHETE;000000000000540;
TR31B16;31B-16-2PPN MACHETE;000000000000144;
TR31B18;31B-18-2PPN MACHETE;000000000000120;
TR31B20;31B-20-2PPN MACHETE;000000000000600;
TR31B22;31B-22-2PPN MACHETE;000000000000600;
TR31W14;31W-14-2PMM MACHETE;000000000000510;
TR31W16PMM;31W-16-2PMM MACHETE;000000000000360;
TR31W18PMM;31W-18-2PMM MACHETE;000000000000480;
TR31W20PMM;31W-20-2PMM MACHETE;000000000000480;
TR31W22;31W-22-2PMM MACHETE;000000000000600;
TTC315R905009;TTC315R905009 TABLA PLASTICO;000000000000009;
TTC315R905015;TTC315R905015 CAJATOMACORRIENT;000000000000001;
T60091050C;TORN. CUCHILLA T6009-1050C;000000000000018;
T6009450C;TORN. CUCHILLA T6009-450C;000000000000022;
T6009450M;TORN. CUCHILLA T6009-450M;000000000000040;
T6009600M;TORN. CUCHILLA T6009-600M;000000000000059;
VIAT5013A;VIAT5013A PALA PUNTA M.ANILLA;000000000001552;
VIAT5013M;VIAT5013M PALA PUNTA M.MULETA;000000000007218;
VIAT5023A;VIAT5023A PALA CUADR M.ANILLA;000000000001165;
VIAT5023M;VIAT5023M PALA CUADR M.MULETA;000000000005549;
VIAT9014;HORCA TUBO  901-4 VIAT;000000000001045;
VIAT9015;HORCA TUBO  901-5 VIAT;000000000000459;
WD2200DC;WD 2200DC CUCHILLA QUITA HIERB;000000000000048;
WL6330;WL 6330 TIJ 2M CLASSIC CUT 560;000000000000079;
WL6450;WL 6450 TIJ 2M CLASSIC CUT 800;000000000000071;
WP02;WP02 CO PALETIN SOLDADO 02;000000000000684;
WP03;WP03 CO PALETIN SOLDADO 03;000000000000669;
WT41B;WT41B CO PALETA SOLDADA 41B;000000000000140;
WT42F;WT42F CO PALETA SOLDADA 42F;000000000002017;
WT42H;WT42H CO PALETA SOLDADA 42H;000000000002051;
WT43A;WT43A CO PALETA SOLDADA 43A;000000000000869;
WT44A;WT44A CO PALETA SOLDADA 44A;000000000002114;
WT44B;WT44B CO PALETA SOLDADA 44B;000000000001404;
WT55A;WT55A PALETA SOLDADA 55A  xxxx;000000000001084;
WT55B;WT55B PALETA SOLDADA 55B  xxxx;000000000001044;
WT55C;WT55C PALETA SOLDADA 55C  xxxx;000000000000971;
WT55D;WT55D PALETA SOLDADA 55D  xxxx;000000000001186;
WT55E;WT55E PALETA SOLDADA 55E  xxxx;000000000001153;
WT56A;WT56A PALETA SOLDADA 56A  xxxx;000000000001193;
WT56B;WT56B PALETA SOLDADA 56B  xxxx;000000000001085;
WT56C;WT56C PALETA SOLDADA 56C  xxxx;000000000001077;
WT56D;WT56D PALETA SOLDADA 56D  xxxx;000000000001161;
1A;AZADAS          1-A;000000000003709;
1B;AZADAS          1-B;000000000003170;
1BCM1200;1B-CM1200 AZADA CON MANGO 1200;000000000000032;
1C;AZADAS          1-C;000000000001368;
1SP10;1SP10 CRUCETA 1mm/1000uds.xxxx;000000000000473;
1SP2;1SP2 CRUCETA 1mm/200uds.  xxxx;000000000000010;
10A;AZADAS          10-A;000000000000210;
10SP2;10SP2 CRUCETA 10mm/200uds.xxxx;000000000000078;
1001A;HORQUILLAS      1001-A;000000000001123;
10010;HORQUILLAS      1001-0;000000000001313;
1002A;HORQUILLAS       1002-A;000000000007409;
1018;HORQUILLAS      1018;000000000000252;
1020A;HORQUILLAS      1020-A;000000000000308;
1051;YUNQUES           1051;000000000000154;
1071;MARTILLOS    1071   C.M.;000000000000241;
1071PL;MARTILLO GUADAÑA 1071-PL;000000000000024;
108A;AZADAS          108-A;000000000000207;
11A;AZADAS         11-A;000000000001652;
1111A;TAJAMATAS        1111-A;000000000000133;
1111ACM;1111-A CM TAJAMATA CON MANGO;000000000000004;
1116;TAJAMATAS        1116;000000000000092;
1116CM;1116-CM TAJAMATAS CON MANGO;000000000000034;
1118A;TAJAMATAS        1118-A;000000000000205;
1118ACM;1118-A CM TAJAMATA CON MANGO;000000000000005;
127A;AZADAS         127-A;000000000000361;
150A;AZADAS         150-A;000000000001314;
150C;AZADAS        150-C;000000000000869;
182;AZADAS         182;000000000001481;
2A;AZADAS          2-A;000000000001031;
2B;AZADAS          2-B;000000000002311;
2MANG1515KIT;MANGUERA 15x19 15M KIT;000000000000092;
2MANG1525KIT;MANGUERA 15x19 25M KIT;000000000000142;
2MANG1550;MANGUERA 15x19 RLX 50M;000000000000155;
2MANG1915KIT;MANGUERA 19x25 15M KIT;000000000000287;
2MANG1925KIT;MANGUERA 19x25 25M KIT;000000000000233;
2MANG1950;MANGUERA 19x25 RLX 50M;000000000000116;
2SP10;2SP10 CRUCETA 2mm/1000uds.xxxx;000000000000575;
2SP2;2SP2 CRUCETA 2mm/200uds.  xxxx;000000000002061;
228A;AZADAS         228-A;000000000004359;
228ACM;AZADAS     228-A C.M.900;000000000000198;
228ACM1200;AZADAS     228-A C.M.1200;000000000000110;
228ACM400;AZADAS     228-A C.M.400;000000000000860;
228B;AZADAS         228-B;000000000001227;
228C;AZADAS         228-C;000000000000900;
228D;AZADAS         228-D;000000000000632;
229A;AZADAS        229-A;000000000000955;
229ACM1200;229-A CM 1200 AZADA CON MANGO;000000000000034;
230A;AZADAS         230-A;000000000001992;
230ACM1000;AZADAS 230-ACM-1000;000000000000212;
230ACM1200;AZADAS         230-A CM 1200;000000000000124;
230ACM400;AZADAS 230-A CM  400;000000000000784;
230ACM900;AZADAS         230-A CM  900;000000000000057;
230B;AZADAS         230-B;000000000000379;
232A;AZADAS         232-A;000000000002395;
232ACM400;AZADAS   232-A CM 400;000000000000690;
232B;AZADAS         232-B;000000000001109;
232C;AZADAS          232-C;000000000001653;
2350118;TIJERA DE PODA-VEND 23501-18;000000000002952;
2350423;TIJ PODA FORJADA 23504-23;000000000000082;
2350523;TIJ PODA MGOS ACERO 23505-23;000000000007414;
2352321;TIJ LIGERA UNIVERSAL 23523-21;000000000001128;
23586;CORTASETOS L2 H RECTA 23586;000000000004869;
23587;CORTASETOS L2 H CURVA 23587;000000000004079;
2360421;TIJERA DE PODA ALUM 23604-21;000000000002469;
240;AZADAS          240;000000000000653;
242A;AZADAS      242-A;000000000000404;
242ACM;AZADAS     242-A-CM;000000000000160;
2420AZ;AZADAS          242-0AZ;000000000003220;
2453921;24539-21 ARCO SIERRA 21"";000000000001046;
2453924;24539-24 ARCO SIERRA 24"";000000000000840;
2453930;24539-30 ARCO SIERRA 30"";000000000002002;
2455120;S.CARPINT 24551-20;000000000000432;
2455122;S.CARPINT 24551-22;000000000000528;
246011224;HOJA BIMETAL.24601-12.24;000000000005800;
250108400;NIVEL 250108-400;000000000000444;
250108500;NIVEL 250108-500;000000000000686;
250108600;NIVEL 250108-600;000000000000615;
250108800;NIVEL 250108-800;000000000000243;
250320;GUADAÑAS     2503-20;000000000000034;
250320F;GUADAñAS     2503-20 F;000000000001953;
250322;GUADAÑAS     2503-22;000000000000028;
250322F;GUADAñAS     2503-22 F;000000000000805;
250324;GUADAÑAS     2503-24;000000000000045;
250326;GUADAÑAS     2503-26;000000000000035;
250524;GUADAÑAS T   2505-24;000000000000022;
250620;GUADAÑAS     2506-20;000000000000014;
250622;GUADAÑAS     2506-22;000000000000030;
250922;GUADAÑAS     2509-22;000000000000010;
250924;GUADAÑAS     2509-24;000000000000039;
250928;GUADAÑAS     2509-28;000000000000031;
252A;AZADAS         252-A;000000000000956;
252B;AZADAS         252-B;000000000000893;
252005;MAZA 25200-5 K C.M;000000000000355;
252008;MAZA 25200-8 K C.M;000000000000350;
25310B;MACETA CUADR.25310-B (1Kg);000000000000643;
25310D;MACETA CUADR.25310-D (1,5K;000000000000702;
25310E;MACETA CUADR.25310-E (2Kg);000000000000128;
25500N;HOCES        2550-0   N;000000000000477;
255000N;HOCES        2550-00  N;000000000000298;
2550000N;HOCES        2550-000 N;000000000000225;
25501N;HOCES        2550-1   N;000000000000190;
25502N;HOCES        2550-2   N;000000000000066;
2551;HOCES        2551;000000000000296;
2552;HOCES        2552;000000000000159;
25600;HOCES        2560-0;000000000000064;
25601;HOCES        2560-1;000000000000774;
25602;HOCES        2560-2;000000000000183;
25603;HOCES        2560-3;000000000000059;
2561;HOCES        2561;000000000000059;
2562;HOCES        2562;000000000000101;
2563;HOCES        2563;000000000000051;
2582116250;Puntero 25821 16x250;000000000000081;
2582118400;Puntero 25821-18x400;000000000000012;
2582516250;Cincel 25825-16x250;000000000000045;
25864;LLANA M.ABIERTO 25864;000000000000694;
25864INOX;LLANA M.ABIERTO 25864 INOX;000000000000378;
2587406;PEINE M.ABIERTO 25874-06;000000000000245;
2587410;PEINE M.ABIERTO 25874-10;000000000000333;
26001225;TENAZA RUSA 26001-225;000000000000370;
26009450;CORTAVARILLA 26009-450;000000000000015;
26009600;CORTAVARILLA 26009-600;000000000000718;
26009750;CORTAVARILLA 26009-750;000000000000687;
26009900;CORTAVARILLA 26009-900;000000000001494;
262;AZADAS         262   C.M.;000000000000403;
26278ELEC;JUE.DEST. 26278-ELEC;000000000000763;
26278MEC;JUE.DEST. 26278-MEC;000000000000409;
263A;AZADAS         263-A;000000000000044;
263B;AZADAS         263-B;000000000000004;
263C;AZADAS         263-C;000000000000078;
263D;AZADAS         263-D;000000000000013;
28029A;MARTILLO 28029-A;000000000000542;
28029B;MARTILLO 28029-B;000000000000350;
28029C;MARTILLO 28029-C;000000000001452;
28029D;MARTILLO 28029-D;000000000000394;
28029E;MARTILLO 28029-E;000000000001108;
28029F;MARTILLO 28029-F;000000000000455;
287B;AZADA STD    287-B;000000000000070;
295112;RASTRILLO JARDIN 2951-12;000000000000485;
295114;RASTRILLO JARDIN 2951-14;000000000001937;
295116;RASTRILLO JARDIN 2951-16;000000000002219;
295118;RASTRILLO JARDIN 2951-18;000000000002511;
295120;RASTRILLO JARDIN 2951-20;000000000002406;
2985;TRANSPLANTAD.2985;000000000001698;
2986;TRANSP.ESTRE.2986;000000000000394;
2987;CULTIVADOR   2987;000000000000510;
2990;AZUELA HORQU.2990;000000000000681;
2994;2994 KITJARDIN GAMA TECNICA;000000000001125;
2998;TRIDENTE 2998;000000000001791;
3A;AZADAS          3-A;000000000000011;
3B;AZADAS          3-B;000000000001195;
3C;AZADAS          3-C;000000000001023;
3LSP2;3LSP2 CRUCETA 3mmL/200uds.xxxx;000000000000269;
3TS2;3TS2 CRUCETA T 3mm/200uds xxxx;000000000001615;
3000;PALA ESTRECHA 3000;000000000001371;
3001;TRANSPLANTAD.3001;000000000004646;
3003;PLANTADOR    3003;000000000001616;
3005;AZUELA HORQU.3005;000000000005554;
3006;RASTRILLO 6P.3006;000000000002058;
3012;PLANTA BULBOS MOVIL 3012;000000000002123;
3014;3014 SERRUCHO TELESC. JARDIN;000000000002497;
3014HM;3014HM HOJA SERRUCHO+MANGO;000000000000213;
303424;ESCOBA PLASTICO 24"" 3034-24;000000000000889;
303424CM;ESCOBA PLASTICO 24"" 3034-24 CM;000000000000083;
303432;ESCOBA PLASTICO 32"" 3034-32;000000000000638;
303432CM;ESCOBA PLASTICO 32"" 3034-32 CM;000000000000028;
3040;ESCOBA DTE REDONDO 3040;000000000000654;
3040CM;3040CM ESCOBA DTE REDONDO;000000000000231;
3040CMA;3040 CMA ESC. DTE REDONDO CMA;000000000000069;
3041;ESCOBA FIJA  3041;000000000003307;
3041CM;ESCOBA FIJA  3041    C.M.;000000000001902;
3041CMA;3041CMA ESCOBA FIJA M.ALUM;000000000000093;
3042;ESCOBA REGUL.3042;000000000001734;
3042CM;ESCOBA REGUL.3042    C.M.;000000000000650;
3042CMA;3042CMA ESC.AJUST.M.ALUMINIO;000000000000128;
3076;3076 KIT JARDIN;000000000000098;
3080;ESCARIFICADOR RUEDAS 3080;000000000001071;
3080CM;ESCARIFICADOR RUEDAS 3080-CM;000000000000001;
3081;AZADA BINADORA 3081;000000000000060;
3081CM;AZADA BINADORA 3081-CM;000000000000125;
3082;AZADA PICO 3082;000000000000030;
3082CM;AZADA PICO 3082-CM;000000000000039;
3083;AZADA OSCILANTE 3083;000000000000070;
3083CM;AZADA OSCILANTE 3083-CM;000000000000095;
3084;CULTIVADOR TRES PÚAS 3084;000000000000014;
3084CM;CULTIVADOR TRES PÚAS 3084-CM;000000000000038;
31B20;MACHETES  2600.31B-20;000000000000069;
310B;AZADAS          310B Colombia;000000000000073;
3100MFV;3100MFV PALOTE TRASPLANTE;000000000000085;
3101MFV;3101MFV PALOTE JARDIN;000000000000062;
310214MFVL;310214MFVL RAST14P MFV LARGO;000000000000011;
3103MFVA;3103MFVA PALA PUNTA MFV ANILLA;000000000000234;
3104MFVA;3104MFVA PALA CUAD MFV ANILLA;000000000000369;
311001;3110-01 PULV. JARDIN 1L;000000000007400;
311005;3110-05 PULV. JARDIN 5L;000000000001234;
314;AZADAS          314;000000000000074;
31801;HOJA DE REPUESTO 3180;000000000000012;
31803;BULON Y TUERCA 3180;000000000000012;
320;AZADAS         320;000000000000007;
322A;AZADAS         322-A C.M.;000000000000798;
3251200;AZADAS         325-1200;000000000000340;
325800;AZADAS        325-800;000000000000982;
325800CM1100;AZADAS 325-800 CM 1100;000000000000809;
326;AZADAS            326;000000000001219;
327A;AZADAS           327-A;000000000001423;
328B;AZADAS         328-B;000000000001144;
330CX;AZADAS        330-CX MEXICO;000000000000034;
332A;AZADAS         332-A;000000000000489;
332D;AZADAS         332-D;000000000000572;
335SPUL;AZADAS            335   S.PUL;000000000000331;
337ASPUL;AZADAS          337-A S.PUL;000000000001643;
338ASPUL;AZADAS         338-A S.PUL;000000000000795;
3380SPUL;AZADAS         338-0 S.PUL;000000000001467;
340A;AZADAS         340-A;000000000001823;
3401;3401 TIJERA DE MANTENIMIENTO;000000000001686;
3402;3402 TIJERA DE YUNQUE 1 MANO;000000000000468;
3403;3403 TIJERA DE PODA 1 MANO;000000000000423;
3404;3404 TIJ 1 MANO bypass EasyCut;000000000000422;
3413;AZADAS        341-3 MEXICO;000000000003708;
3440B;BULON+TUERCA+ARANDELA 3440-B;000000000000013;
3440HT;HOJA REP +TORNILLO 3440-HT;000000000000086;
3440TEL;3440 TEL TIJ 2M BYPASS TELESCO;000000000001149;
3440TELHT;HOJA REP +TORNILLO 3440-TEL-HT;000000000000324;
344075;3440-75 TIJ 2 MANOS BYPASS;000000000000116;
3441HT;HOJA REP +TORNILLO 3441-HT;000000000000001;
3441TEL;3441 TEL TIJ 2M YUNQUE TELESCO;000000000000185;
3441YT;YUNQUE+TUERCA+ARANDELA 3441YT;000000000000180;
344175;3441-75 TIJ 2 MANOS YUNQUE;000000000000102;
3442HT;HOJA + TUERCA + BULON 3442-HT;000000000000240;
344275;3442-75 2M BYPASS POWER-CUTx2;000000000000341;
3443HT;HOJA + TUERCA + BULON 3443-HT;000000000000008;
3443YT;YUNQUE+TORN+ARANDELA 3443-YT;000000000000060;
344375;3443-75 2M YUNQ POWER-CUTx2;000000000000045;
344600;AZADAS  344-600;000000000001244;
344600CM1000;AZADAS  344-600 CM1000;000000000000024;
3461C;3461-C CORTASETOS HOJA CURVA;000000000000198;
3461R;3461-R CORTASETOS HOJA RECTA;000000000000154;
3461RTEL;3461-R HOJA RECTA MGOS TELESCO;000000000000403;
3480;3480 HACHA 800GR MGO FDV;000000000000074;
350PA14;MACHETES  2600.350PA-14;000000000000024;
350PA16;MACHETES  2600.350PA-16;000000000000128;
350PA20;MACHETES  2600.350PA-20;000000000000125;
350118;TIJE POD 3501-18;000000000006056;
350118BL;TIJERA POD.BL3501-18;000000000000321;
350118R;RESORTE TIJ.POD.R3501-18;000000000001033;
350120;TIJERA PODAR 3501-20;000000000001280;
350120BL;TIJERA POD.BL3501-20;000000000000084;
350122;TIJERA PODAR 3501-22;000000000000054;
350122BL;TIJERA POD.BL3501-22;000000000000360;
350124;TIJERA PODAR 3501-24;000000000003445;
350124BL;TIJERA POD.BL3501-24;000000000000045;
350124R;RESORTE TIJ.POD.R3501-24;000000000000768;
350126;TIJERA PODAR 3501-26;000000000000185;
350219;TIJE POD 3502-19;000000000001584;
350219BL;TIJERA POD.BL3502-19;000000000000132;
350319;TIJERA PODAR 3503-19;000000000000243;
350319BL;TIJERA POD.BL3503-19;000000000000018;
3504S;SEGURO REPUESTO 3504-S;000000000000040;
350423;TIJERA PODAR 3504-23;000000000000377;
3505CH;CONTRA HOJA REPUESTO 3505-CH;000000000000874;
3505H;HOJA DE REPUESTO 3505-H;000000000001721;
3505MA;MUELLE AMORTIGUADOR 3505-MA;000000000000228;
3505S;SEGURO REPUESTO 3505-S;000000000000583;
350523;TIJERA PODAR 3505-23;000000000000199;
3510BT;BULÓN + TUERCA  3510-BT;000000000000204;
3510CH;CONTRA HOJA REP      3510-CH;000000000000285;
3510H;HOJA DE REPUESTO 3510-H;000000000000462;
3510MA;MUELLE + AMORTIGUADOR 3510-MA;000000000000054;
3510S;SEGURO DE CIERRE 3510  3510-S;000000000000333;
351021;TIJERA PODA PROF 3510-21;000000000000396;
351021C;MANGO CONTRA HOJA 3510-21C;000000000000023;
351021D;TIJERA PODA PROF 3510-21D;000000000000079;
351022;TIJERA PODA PROF 3510-22;000000000000034;
351022C;MANGO CONTRA HOJA 3510-22C;000000000000006;
3512BT;BULON + TUERCA 3512-BT;000000000000005;
3512CH;CONTRAHOJA DE REPUESTO 3512CH;000000000000033;
3512MA;MUELLE + AMORTIGUADOR 3512-MA;000000000000154;
351221;TIJERA PODA PROF 3512-21;000000000000317;
351221H;MANGO HOJA DE TIJ 3512-21H;000000000000017;
351222;TIJERA PODA PROF 3512-22;000000000000054;
351222+AC4510;COMBO PODA FUNDA;000000000000036;
351222CH;MANGO CONTRAHOJA  3512-22CH;000000000000006;
3520;3520 TIJERA FLORAL MANTENIM;000000000001245;
352321H;352321H HOJA REP TIJERA   xxxx;000000000000012;
3555;3555 TIJERA CORTACESPED JARDIN;000000000004403;
3556;3556 CORTACÉSPED MGO LARGO;000000000000022;
3578A;KIT AMORTIGUADORES 3578-A;000000000000144;
3578BT;KIT BULON 3578-BT;000000000000138;
3578CHD;CONTRAHOJA 3578D-CH;000000000000052;
3578D45;TIJERA DE PODA 3578D-45;000000000000030;
3578D50;TIJERA DE PODA 3578D-50;000000000000001;
3578D60;TIJERA DE PODA 3578D-60;000000000000074;
3578D75;TIJERA DE PODA 3578D-75;000000000000035;
3578D90;TIJERA DE PODA 3578D-90;000000000000082;
3578MTEL;KIT MANGOS 3578-MTEL;000000000000039;
3578M40;KIT MANGOS 3578-M40;000000000000023;
3578M45;KIT MANGOS 3578-M45;000000000000033;
3578M50;KIT MANGOS 3578-M50;000000000000054;
3578M60;KIT MANGOS 3578-M60;000000000000049;
3578M75;KIT MANGOS 3578-M75;000000000000249;
3578M90;KIT MANGOS 3578-M90;000000000000078;
3578TEL;TIJERA DE PODA 3578 TEL;000000000000923;
3578TELA;REP AMORTIGUADORES 3578-TEL A;000000000000380;
3578TELT;REP TORNILLOS MGO 3578-TEL T;000000000000629;
3578TTM;KIT TORNILLOS MANGOS 3578-TTM;000000000000036;
357840;TIJERA DE PODA 3578-40;000000000000022;
357845;TIJERA DE PODA 3578-45;000000000000050;
357850;TIJERA DE PODA 3578-50;000000000000087;
357860;TIJERA DE PODA 3578-60;000000000000577;
357860+360421;COMBO PODA TIJERAS;000000000000028;
357890;TIJERA DE PODA 3578-90;000000000000046;
3579CH;CONTRAHOJA 3579-CH        xxxx;000000000000156;
3579H;KIT HOJA 3579-H           xxxx;000000000000382;
3580CH;CONTRAHOJA 3580-CH;000000000000168;
3580H;KIT HOJA 3580-H;000000000000120;
358060;TIJERA DE PODA 3580-60;000000000000085;
358075;TIJERA DE PODA 3580-75;000000000000162;
358075+45867C;COMBO PODA SERRUCHO;000000000000027;
358090;TIJERA DE PODA 3580-90;000000000000208;
3581BM;BRAZO MULTIPLICADOR 3581-80;000000000000081;
